DATE,PLUME_VERSION,FILE_NAME,PHASE,DATABASE,COMPILING_AND_UNPACKING,SOOT,PROGRAM_STRUCTURE_BUILDING,BASE_CPG_BUILDING,DATABASE_WRITE,DATABASE_READ,DATA_FLOW_PASS,CACHE_HITS,CACHE_MISSES,CONNECT_DESERIALIZE,DISCONNECT_SERIALIZE
2021-04-22T12:09:47.135903,0.5.5,apache/tinkerpop/gremlin-driver,BUILD3,OverflowDB,23978134,1354240807,193356729,9848673427,959437387,8391870154,7352114742,102631,7277,0,0
2021-04-22T12:09:53.828916,0.5.5,neo4j/neo4j,INITIAL,OverflowDB,10756866,906133691,66030260,711294480,372011667,168885742,4923327651,32607,3881,0,0
2021-04-22T12:09:54.953439,0.5.5,neo4j/neo4j,UPDATE0,OverflowDB,10431955,858391180,37368195,92424252,7276681,48437818,122432492,1138,24,0,0
2021-04-22T12:09:56.249424,0.5.5,neo4j/neo4j,UPDATE1,OverflowDB,10150038,862875669,278644818,114369767,234411936,59573236,26316177,834,0,0,0
2021-04-22T12:09:57.898694,0.5.5,neo4j/neo4j,UPDATE2,OverflowDB,10295415,866600651,197339580,240672356,61328620,133614883,330729002,2450,31,0,0
2021-04-22T12:09:59.272747,0.5.5,neo4j/neo4j,UPDATE3,OverflowDB,10128804,830143102,136985677,217282071,12055430,122398363,175897148,1628,10,0,0
2021-04-22T12:10:27.725968,0.5.5,neo4j/neo4j,BUILD0,OverflowDB,10111867,934408087,69441742,704421092,283505465,160223148,3418121938,32942,3905,0,0
2021-04-22T12:10:33.347325,0.5.5,neo4j/neo4j,BUILD1,OverflowDB,10403549,932240733,69218409,699379569,281289799,199081544,3890335010,32563,3877,0,0
2021-04-22T12:10:38.581313,0.5.5,neo4j/neo4j,BUILD2,OverflowDB,10559248,889181062,65158784,693473066,283762208,183860350,3555751821,32684,3867,0,0
2021-04-22T12:10:43.989038,0.5.5,neo4j/neo4j,BUILD3,OverflowDB,10601898,936426543,68475829,745029981,316438805,206640233,3627136458,32803,3874,0,0
2021-04-22T12:11:40.891917,0.5.5,FasterXML/jackson-databind,INITIAL,OverflowDB,142743251,5250481039,549240048,32931925338,4344162965,26241325202,17995527310,435439,17305,0,0
2021-04-22T12:11:47.268735,0.5.5,FasterXML/jackson-databind,UPDATE0,OverflowDB,138663646,4874643665,82732760,964784713,33699611,861396795,301106970,2280,12,0,0
2021-04-22T12:11:53.248427,0.5.5,FasterXML/jackson-databind,UPDATE1,OverflowDB,142311058,4848291392,72553931,819543306,9404491,725884076,82175162,1859,1,0,0
2021-04-22T12:11:59.366226,0.5.5,FasterXML/jackson-databind,UPDATE2,OverflowDB,143182892,5008095327,79309279,784067455,7928007,688953102,88408286,1873,1,0,0
2021-04-22T12:12:06.905416,0.5.5,FasterXML/jackson-databind,UPDATE3,OverflowDB,142590497,4974948855,133065576,2014539885,98594910,1774035603,258803123,3800,50,0,0
2021-04-22T12:19:41.893481,0.5.5,FasterXML/jackson-databind,BUILD0,OverflowDB,137232185,5216108723,559439080,229866088066,5473500679,222737949378,19291764260,435479,17305,0,0
2021-04-22T12:20:41.097660,0.5.5,FasterXML/jackson-databind,BUILD1,OverflowDB,141881808,5184368816,532081834,32584357453,4914914312,26121364476,19981916816,435481,17305,0,0
2021-04-22T12:21:22.832666,0.5.5,FasterXML/jackson-databind,BUILD2,OverflowDB,137348745,5137474048,766032809,16557438288,4792593188,10248108036,18328925177,435498,17305,0,0
2021-04-22T12:22:35.291201,0.5.5,FasterXML/jackson-databind,BUILD3,OverflowDB,146349437,5274934040,503354981,47826601928,5025775523,41033522529,17967285703,435568,17307,0,0
2021-04-22T12:22:46.466377,0.5.5,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,24814851,1383517557,165501544,2340746873,1513121676,974739912,6549735181,101758,7208,0,0
2021-04-22T12:22:50.556098,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE0,OverflowDB,24146066,1287305295,1120206735,1156872480,1108658704,853596949,496359996,7600,260,0,0
2021-04-22T12:22:56.939298,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE1,OverflowDB,24753116,1303593778,224250704,3147206705,148815851,2861176473,1678637671,5622,40,0,0
2021-04-22T12:23:01.870731,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE2,OverflowDB,25402709,1281414345,381083420,1684182647,57338688,1656781267,1554549086,3438,9,0,0
2021-04-22T12:23:06.125063,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE3,OverflowDB,24537158,1292097062,221289226,1111526696,67575993,874952296,1600074969,3974,9,0,0
2021-04-22T12:24:36.565312,0.5.5,apache/tinkerpop/gremlin-driver,BUILD0,OverflowDB,23919286,1430008096,201778723,14963572198,971318983,13521020538,5662082633,102622,7279,0,0
2021-04-22T12:24:49.627441,0.5.5,apache/tinkerpop/gremlin-driver,BUILD1,OverflowDB,24314104,1356342704,219961724,3651328525,905369310,2322535826,7728465729,102631,7277,0,0
2021-04-22T12:25:00.516260,0.5.5,apache/tinkerpop/gremlin-driver,BUILD2,OverflowDB,23829941,1473585379,228391682,2415388398,927428515,1068767304,6668739943,102670,7277,0,0
2021-04-22T12:25:20.467281,0.5.5,apache/tinkerpop/gremlin-driver,BUILD3,OverflowDB,24275820,1389998446,193231620,9870105974,952024166,8426507175,8395343204,102631,7277,0,0
2021-04-22T12:25:27.153315,0.5.5,neo4j/neo4j,INITIAL,OverflowDB,10697528,900609378,65229429,691922037,336509081,187431506,4942764528,32607,3881,0,0
2021-04-22T12:25:28.251935,0.5.5,neo4j/neo4j,UPDATE0,OverflowDB,10297196,846001023,31566476,85387038,6964520,43608106,122006367,1138,24,0,0
2021-04-22T12:25:29.447535,0.5.5,neo4j/neo4j,UPDATE1,OverflowDB,10322688,846063727,223932644,87112856,187331290,43313532,24857451,834,0,0,0
2021-04-22T12:25:31.019,0.5.5,neo4j/neo4j,UPDATE2,OverflowDB,10019643,860429137,140183864,234122329,59229062,130015381,323287069,2450,31,0,0
2021-04-22T12:25:32.395152,0.5.5,neo4j/neo4j,UPDATE3,OverflowDB,10241868,848946485,155892489,203847122,11723678,114285690,153858345,1628,10,0,0
2021-04-22T12:26:00.921192,0.5.5,neo4j/neo4j,BUILD0,OverflowDB,10501394,951514298,70128538,705280680,311234055,170817144,3446328763,32942,3905,0,0
2021-04-22T12:26:06.546856,0.5.5,neo4j/neo4j,BUILD1,OverflowDB,11111086,943054868,69651199,727147016,284785658,177640571,3854953763,32563,3877,0,0
2021-04-22T12:26:11.742619,0.5.5,neo4j/neo4j,BUILD2,OverflowDB,10383816,876023900,65358813,692691226,283738042,184038051,3531605953,32684,3867,0,0
2021-04-22T12:26:17.130532,0.5.5,neo4j/neo4j,BUILD3,OverflowDB,10667530,926357240,68146582,730733316,285643039,223630822,3632578393,32803,3874,0,0
2021-04-22T12:27:14.684499,0.5.5,FasterXML/jackson-databind,INITIAL,OverflowDB,142669270,5198820536,550948214,32835801043,4373100862,26251475675,18792967153,435439,17305,0,0
2021-04-22T12:27:21.056831,0.5.5,FasterXML/jackson-databind,UPDATE0,OverflowDB,137722886,4880704783,64893094,972164268,33990968,869633205,302243952,2280,12,0,0
2021-04-22T12:27:27.174852,0.5.5,FasterXML/jackson-databind,UPDATE1,OverflowDB,143269789,4985439948,62815661,828612777,9766802,734664284,83302417,1859,1,0,0
2021-04-22T12:27:33.197788,0.5.5,FasterXML/jackson-databind,UPDATE2,OverflowDB,140357614,4916415385,76395161,786313771,7554603,692328745,89035747,1873,1,0,0
2021-04-22T12:27:40.616492,0.5.5,FasterXML/jackson-databind,UPDATE3,OverflowDB,141121709,4921975728,101876850,1980984755,97786004,1743575563,258150595,3800,50,0,0
2021-04-22T12:35:13.738381,0.5.5,FasterXML/jackson-databind,BUILD0,OverflowDB,142868389,5302787213,552787112,229942788905,5444056805,222780317370,18034607236,435479,17305,0,0
2021-04-22T12:36:12.745174,0.5.5,FasterXML/jackson-databind,BUILD1,OverflowDB,141337509,5273682810,524149843,32597557093,5086347788,25964052382,19671230693,435481,17305,0,0
2021-04-22T12:36:54.967804,0.5.5,FasterXML/jackson-databind,BUILD2,OverflowDB,142508294,5430470460,766917224,16644907677,4957914674,10232820724,18423822367,435498,17305,0,0
2021-04-22T12:38:08.122201,0.5.5,FasterXML/jackson-databind,BUILD3,OverflowDB,140339563,5212895713,509042647,48248210731,5241787455,41301529489,18288723163,435568,17307,0,0
2021-04-22T12:38:19.142360,0.5.5,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,23793544,1399681223,219112470,2374200655,1526168384,995399323,6285259528,101758,7208,0,0
2021-04-22T12:38:23.809126,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE0,OverflowDB,24260772,1373015856,1412866553,1364617900,1410368622,1065083842,487396830,7600,260,0,0
2021-04-22T12:38:30.508003,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE1,OverflowDB,25036156,1341363935,198576694,3422610977,162010799,3112629115,1706689890,5622,40,0,0
2021-04-22T12:38:35.637829,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE2,OverflowDB,24263570,1363540102,413303241,1769546271,60186948,1730047527,1554671863,3438,9,0,0
2021-04-22T12:38:39.933171,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE3,OverflowDB,24552190,1358106502,182836335,1122659551,67107020,888455033,1602665338,3974,9,0,0
2021-04-22T12:40:12.927397,0.5.5,apache/tinkerpop/gremlin-driver,BUILD0,OverflowDB,24431666,1365290695,202156217,15029477460,995332554,13536597356,5933832338,102622,7279,0,0
2021-04-22T12:40:26.158024,0.5.5,apache/tinkerpop/gremlin-driver,BUILD1,OverflowDB,25040767,1501484405,226179900,3576589205,914281250,2176459177,7817942895,102631,7277,0,0
2021-04-22T12:40:37.236681,0.5.5,apache/tinkerpop/gremlin-driver,BUILD2,OverflowDB,26274575,1488217484,226824291,2432477487,896669747,1105943855,6826589427,102670,7277,0,0
2021-04-22T12:40:56.277310,0.5.5,apache/tinkerpop/gremlin-driver,BUILD3,OverflowDB,24319610,1351178692,192452325,9876232265,951145742,8424542591,7519948839,102631,7277,0,0
2021-04-22T12:41:03.030325,0.5.5,neo4j/neo4j,INITIAL,OverflowDB,10267402,904116323,64848792,691853887,338183784,185975256,5007413325,32607,3881,0,0
2021-04-22T12:41:04.167545,0.5.5,neo4j/neo4j,UPDATE0,OverflowDB,10790137,885609510,31393348,84282096,6938723,42516822,121880637,1138,24,0,0
2021-04-22T12:41:05.372649,0.5.5,neo4j/neo4j,UPDATE1,OverflowDB,10128934,856266872,224173669,86162585,187253570,42279356,25177684,834,0,0,0
2021-04-22T12:41:06.900191,0.5.5,neo4j/neo4j,UPDATE2,OverflowDB,10369022,825198312,140583757,225879030,58798723,122253935,322262199,2450,31,0,0
2021-04-22T12:41:08.223125,0.5.5,neo4j/neo4j,UPDATE3,OverflowDB,10286947,854556474,106071182,195778721,11432555,105681252,152985808,1628,10,0,0
2021-04-22T12:41:36.915900,0.5.5,neo4j/neo4j,BUILD0,OverflowDB,10764940,936208158,69284963,695553993,284087202,188377192,3479653528,32942,3905,0,0
2021-04-22T12:41:42.552786,0.5.5,neo4j/neo4j,BUILD1,OverflowDB,10537233,938960556,68270074,704506767,282847442,199825601,3895045961,32563,3877,0,0
2021-04-22T12:41:47.824413,0.5.5,neo4j/neo4j,BUILD2,OverflowDB,10506366,934998506,65427086,693778519,283188095,185469941,3547693814,32684,3867,0,0
2021-04-22T12:41:53.244678,0.5.5,neo4j/neo4j,BUILD3,OverflowDB,10324305,938754816,67654942,734083323,284745416,226781742,3649927999,32803,3874,0,0
2021-04-22T12:42:50.981814,0.5.5,FasterXML/jackson-databind,INITIAL,OverflowDB,143063436,5270495031,572132080,33157713700,4361167785,26574239895,18560790081,435439,17305,0,0
2021-04-22T12:42:57.539140,0.5.5,FasterXML/jackson-databind,UPDATE0,OverflowDB,140136345,4996241735,66211159,1037060323,34331637,934460605,302532359,2280,12,0,0
2021-04-22T12:43:03.830875,0.5.5,FasterXML/jackson-databind,UPDATE1,OverflowDB,138295627,5093581564,65665351,895465154,10608992,798817372,83504596,1859,1,0,0
2021-04-22T12:43:09.939397,0.5.5,FasterXML/jackson-databind,UPDATE2,OverflowDB,137146444,4992693122,76847568,797725568,7451579,704174342,89040742,1873,1,0,0
2021-04-22T12:43:17.546289,0.5.5,FasterXML/jackson-databind,UPDATE3,OverflowDB,139896397,4919940043,143095870,2131055310,102420617,1886367315,257767060,3800,50,0,0
2021-04-22T12:50:52.578858,0.5.5,FasterXML/jackson-databind,BUILD0,OverflowDB,140933794,5535325769,580337406,230361508534,5738436566,222972621354,17838595635,435479,17305,0,0
2021-04-22T12:51:50.921931,0.5.5,FasterXML/jackson-databind,BUILD1,OverflowDB,142683135,5245489519,524142690,32706892360,4920878744,26095034700,18931565379,435481,17305,0,0
2021-04-22T12:52:33.819199,0.5.5,FasterXML/jackson-databind,BUILD2,OverflowDB,138666561,5168013932,766982109,16881882330,4878172733,10716308891,19123606135,435498,17305,0,0
2021-04-22T12:53:47.223085,0.5.5,FasterXML/jackson-databind,BUILD3,OverflowDB,141467877,5307949186,500689008,47570897020,4980806602,40719062553,19120689489,435568,17307,0,0
2021-04-22T12:53:58.311556,0.5.5,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,24135243,1398056882,164481633,2353235045,1533045276,981033495,6421837205,101758,7208,0,0
2021-04-22T12:54:02.645034,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE0,OverflowDB,24483678,1351729154,1140516155,1324557586,1138373643,1025408140,487392830,7600,260,0,0
2021-04-22T12:54:09.140872,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE1,OverflowDB,27183695,1394443161,199525598,3210283183,152133486,2918416720,1659802192,5622,40,0,0
2021-04-22T12:54:14.082925,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE2,OverflowDB,24627718,1346785428,374674719,1664695522,56929189,1638253855,1526672211,3438,9,0,0
2021-04-22T12:54:18.321381,0.5.5,apache/tinkerpop/gremlin-driver,UPDATE3,OverflowDB,24303077,1334782093,267938740,1034659616,64371889,810598821,1572206020,3974,9,0,0
2021-04-22T12:55:51.168065,0.5.5,apache/tinkerpop/gremlin-driver,BUILD0,OverflowDB,23960565,1361317796,201103790,14852284614,961804567,13427591601,5700710441,102622,7279,0,0
2021-04-22T12:56:04.388841,0.5.5,apache/tinkerpop/gremlin-driver,BUILD1,OverflowDB,23912492,1356462357,222478481,3673794875,911516932,2331712986,7862985682,102631,7277,0,0
2021-04-22T12:56:15.309842,0.5.5,apache/tinkerpop/gremlin-driver,BUILD2,OverflowDB,24295839,1481334497,227200152,2410028306,895552788,1085224287,6700971474,102670,7277,0,0
2021-04-22T12:56:35.225106,0.5.5,apache/tinkerpop/gremlin-driver,BUILD3,OverflowDB,23978748,1482917979,194545378,9790675186,944769455,8226779804,8347068208,102631,7277,0,0
2021-04-22T12:56:42.048677,0.5.5,neo4j/neo4j,INITIAL,OverflowDB,10178321,919924837,65363850,697344092,338501811,188109211,5056176030,32607,3881,0,0
2021-04-22T12:56:43.155641,0.5.5,neo4j/neo4j,UPDATE0,OverflowDB,10143597,854240359,31414435,86101722,7052415,44162252,121853867,1138,24,0,0
2021-04-22T12:56:44.352881,0.5.5,neo4j/neo4j,UPDATE1,OverflowDB,10481759,853422865,221225782,84322395,183217598,40912484,24577593,834,0,0,0
2021-04-22T12:56:45.882522,0.5.5,neo4j/neo4j,UPDATE2,OverflowDB,9953249,825562887,139836445,228960733,58502903,124700037,322038331,2450,31,0,0
2021-04-22T12:56:47.211802,0.5.5,neo4j/neo4j,UPDATE3,OverflowDB,10209369,859822616,107366273,195863427,11419707,106163519,152789374,1628,10,0,0
2021-04-22T12:57:15.815630,0.5.5,neo4j/neo4j,BUILD0,OverflowDB,10438362,909191643,68582301,692980017,285385285,189199497,3436075093,32942,3905,0,0
2021-04-22T12:57:21.479348,0.5.5,neo4j/neo4j,BUILD1,OverflowDB,10588811,936080825,67828655,702064533,283103089,199686299,3926556571,32563,3877,0,0
2021-04-22T12:57:26.766890,0.5.5,neo4j/neo4j,BUILD2,OverflowDB,10456176,939624066,65698681,693797019,283971295,186941629,3558850510,32684,3867,0,0
2021-04-22T12:57:32.260781,0.5.5,neo4j/neo4j,BUILD3,OverflowDB,10345335,936692783,67642930,732595252,286313766,224812131,3726205571,32803,3874,0,0
2021-04-22T18:08:14.770115,0.5.6,FasterXML/jackson-databind,INITIAL,OverflowDB,282337688,8268243085,1280720713,11539327768,4299366392,4344666622,18841327033,435439,17305,244407821,0
2021-04-22T18:08:56.363652,0.5.6,FasterXML/jackson-databind,DISCUPT0,OverflowDB,158729097,5752130343,586526295,9826853146,3453735406,4094973805,18416924183,435479,17305,1754336,6820693497
2021-04-22T18:09:09.422054,0.5.6,FasterXML/jackson-databind,DISCUPT1,OverflowDB,175870030,4970282808,559117762,847822749,74093246,1214006049,92414348,89,1588,945882387,5444531866
2021-04-22T18:09:16.644744,0.5.6,FasterXML/jackson-databind,DISCUPT2,OverflowDB,151235260,5039570490,371256349,662881281,14459954,890456503,89354835,222,1475,842388040,44138630
2021-04-22T18:09:25.943260,0.5.6,FasterXML/jackson-databind,DISCUPT3,OverflowDB,148543818,4965113596,757691150,2196966686,134653486,2557815779,403281555,1003,2670,767695672,37374664
2021-04-22T18:09:39.513162,0.5.6,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,26854306,1435003213,188131801,2771375025,1925845936,1381863571,7239393525,101758,7208,765391696,87798019
2021-04-22T18:09:49.075661,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT0,OverflowDB,25861587,1420731082,172661989,2182828742,905551830,762496726,4626731496,102622,7279,1093896,1122317742
2021-04-22T18:09:54.883660,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT1,OverflowDB,25293822,1275811243,444656102,1269462509,134813082,1196620722,1546487907,2557,2196,156543890,1080936277
2021-04-22T18:09:59.292063,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT2,OverflowDB,24542864,1274046740,472507570,961134090,49555013,1030514845,1431699459,1511,1378,156314780,80485226
2021-04-22T18:10:03.835518,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT3,OverflowDB,25750277,1274050793,446254461,1103324825,68173369,1129538557,1479413862,1813,1602,157023884,49832551
2021-04-22T18:10:11.176375,0.5.6,neo4j/neo4j,INITIAL,OverflowDB,12510834,897165760,69893664,1984823787,430035443,1462476600,4023353694,32607,3881,156496456,49603721
2021-04-22T18:10:17.500745,0.5.6,neo4j/neo4j,DISCUPT0,OverflowDB,11991718,930155550,68828297,691946878,282262293,182295987,4192228004,32942,3905,830876,422102354
2021-04-22T18:10:19.150332,0.5.6,neo4j/neo4j,DISCUPT1,OverflowDB,11373838,858677820,280192903,63469488,212443692,58402544,27328500,115,619,52059424,351019786
2021-04-22T18:10:20.912871,0.5.6,neo4j/neo4j,DISCUPT2,OverflowDB,11412894,866003921,243892387,253287161,100582097,190912064,323389069,1272,1183,51453441,7977295
2021-04-22T18:10:22.428980,0.5.6,neo4j/neo4j,DISCUPT3,OverflowDB,11406690,874569747,179208144,213435000,15008208,171614028,148057463,793,819,51836075,32642553
2021-04-22T18:10:58.410302,0.5.6,FasterXML/jackson-databind,INITIAL,OverflowDB,141055494,5103414316,497991559,11693574653,4529449569,5172629594,18418509549,435439,17305,51862478,19372301
